"t","P_a","SaO2sup","EtCO2","Pa_CO2","Vmca","CCO","DHbO2","DHbO2x"
0,73.84480679,1.000000003,4.80005616,36.0033828346507,46.03499559,0.147951929,0.134030079,2.01964369464885
3.20000000000005,75.00707134,0.9999999967,4.800678811,36.0080531013264,47.07087908,0.132716377,0.269830527,2.27241182694276
6.40000000000009,75.24275264,0.9999999943,4.800348994,36.0055792703293,48.08142157,0.101955865,0.255798587,2.24629389199854
9.60000000000014,74.80600739,1.000000005,4.799033361,35.9957112110837,49.19015492,0.070426298,0.165574463,2.07835789732984
12.8000000000002,74.8260832,1.000000012,4.799005021,35.995498643598,49.95761708,0.061132314,0.154204557,2.05719486034209
16,76.13564974,0.9999999923,4.801506522,36.0142614445241,49.55701623,0.073667094,0.213657539,2.16785590337078
19.2,78.27371601,0.9999999764,4.802308627,36.0202777269229,48.31975617,0.092568122,0.222975933,2.18520041940183
22.4000000000001,79.44190979,1.00000001,4.79763663,35.9852348668007,48.06794391,0.106763775,0.150965218,2.05116541286268
25.6000000000001,78.20717617,1.000000047,4.794348845,35.9605744507374,50.01173648,0.106977274,0.064870998,1.8909164923974
28.8000000000002,75.50687745,0.999999989,4.80318356,36.0268402642565,52.94386901,0.086021191,0.007682774,1.78447088943675
32,73.88662687,0.9999999099,4.823995106,36.1829396999804,54.52778639,0.054672413,-0.012623552,1.74667431238296
35.2,74.47901429,1.000000004,4.856170504,36.424275037201,53.94451995,0.036421627,0.017243504,1.80226647038702
38.4000000000001,75.91789988,1.000000171,4.915654788,36.8704438690042,52.1488523,0.036069887,0.062857549,1.88716881887574
41.6000000000001,76.53038685,1.000000023,5.005467645,37.544095711037,50.1990299,0.036814759,0.026692267,1.81985364488586
44.8000000000002,76.29091141,0.9999996803,5.077557633,38.0848151005596,48.84733707,0.035123302,-0.123341627,1.54059251043686
48,75.9900786,0.9999998989,5.078697096,38.0933617761082,48.98039235,0.042726988,-0.287857847,1.23437512843342
51.2,75.67952219,1.000000586,5.029336826,37.7231292958216,50.74434771,0.044786705,-0.363051314,1.09441600094737
54.4000000000001,74.96087199,1.000000298,4.987411344,37.4086623127992,52.81361502,0.00762529,-0.350734836,1.11734091162586
57.6000000000001,74.10336194,0.9999989445,4.938943934,37.0451268334073,53.76350474,-0.053314664,-0.304476585,1.20344233382775
60.8000000000002,73.97911405,0.999999245,4.818940291,36.1450254686595,53.56454322,-0.074459923,-0.259852355,1.28650231955146
64,75.17295669,1.00000186,4.658265114,34.9398625045753,53.08708998,-0.039533404,-0.244352279,1.31535292585383
67.2,77.36503685,1.000001766,4.607852504,34.561736824995,52.94312707,-0.008423394,-0.267581248,1.27211637401828
70.4000000000001,79.2356873,0.9999968022,4.760998078,35.7104231208141,53.19485205,-0.021606922,-0.286289881,1.23729361539835
73.6000000000001,79.38293678,0.9999960783,5.01536695,37.6183466064081,53.47480226,-0.045020056,-0.253879991,1.29761880197764
76.8000000000002,77.87820009,1.000005339,5.172003871,38.7932201588884,53.25482735,-0.040902195,-0.204165083,1.39015417006659
80,76.15244373,1.000008387,5.147447989,38.6090358929092,52.55891119,-0.026394284,-0.221416872,1.35804306477584
83.2,74.98804722,0.9999914101,5.042721163,37.8235200814576,52.28614397,-0.031582777,-0.333537713,1.14935026598041
86.4000000000001,74.04066756,0.9999825777,5.00556173,37.5448014065874,53.27911483,-0.053097046,-0.480756223,0.875329462957782
89.6000000000001,73.66201671,1.000013207,5.069207191,38.0221816333368,55.1574804,-0.06978412,-0.575183568,0.699569927664327
92.8000000000002,74.96022032,1.000035388,5.154632106,38.6629212030094,56.48482782,-0.068889032,-0.567158662,0.714506848207139
96,77.24930468,0.9999803321,5.195309967,38.9680302587496,56.2420458,-0.053108871,-0.484880125,0.867653560398881
99.2,77.9870012,0.9999284793,5.200974213,39.0105155985894,55.07622792,-0.042806526,-0.418037529,0.992069042066487
