//co2 data for Study 18 _2
steady: none
chosen_param: SaO2sup, Pa_CO2, P_a, Vmca_d, TOI_d, HbT_d, CCO_d
time_step: 1.0
******
0.96605 42.793 89.075 44.386 76.034 -0.018031 0.0019168
0.96832 42.603 88.551 45.334 75.76 -0.044085 0.028848
0.97054 42.415 88.044 46.276 75.497 -0.065175 0.054607
0.97264 42.231 87.569 47.2 75.255 -0.078452 0.078169
0.97457 42.056 87.136 48.092 75.043 -0.081731 0.098639
0.97626 41.895 86.756 48.939 74.865 -0.073712 0.11531
0.9777 41.75 86.435 49.73 74.725 -0.054123 0.12772
0.97886 41.627 86.176 50.453 74.623 -0.023777 0.13567
0.97972 41.529 85.979 51.098 74.558 0.015467 0.13922
0.98029 41.458 85.844 51.655 74.526 0.060842 0.13871
0.98059 41.419 85.77 52.117 74.519 0.10889 0.13472
0.98064 41.411 85.752 52.477 74.532 0.15577 0.12799
0.98047 41.436 85.788 52.732 74.558 0.19754 0.11942
0.98013 41.495 85.875 52.881 74.589 0.23057 0.10995
0.97967 41.584 86.01 52.924 74.62 0.25179 0.10051
0.97913 41.702 86.19 52.867 74.646 0.25905 0.09197
0.97855 41.846 86.41 52.716 74.663 0.25122 0.08504
0.97798 42.01 86.666 52.482 74.671 0.22842 0.080251
0.97747 42.189 86.952 52.178 74.67 0.19194 0.077918
0.97705 42.377 87.258 51.818 74.659 0.14416 0.078123
0.97675 42.568 87.574 51.419 74.641 0.088375 0.080729
0.97657 42.756 87.886 50.998 74.618 0.028523 0.085401
0.97654 42.934 88.178 50.572 74.593 -0.031177 0.091648
0.97665 43.096 88.433 50.157 74.566 -0.086566 0.098877
0.97688 43.236 88.634 49.769 74.541 -0.1339 0.10646
0.97722 43.351 88.767 49.418 74.517 -0.17018 0.11377
0.97764 43.437 88.822 49.115 74.495 -0.1934 0.12027
0.9781 43.491 88.794 48.865 74.473 -0.20272 0.12555
0.97857 43.513 88.686 48.67 74.452 -0.19851 0.12936
0.97902 43.504 88.507 48.53 74.429 -0.18234 0.1316
0.9794 43.466 88.275 48.44 74.404 -0.15682 0.13238
0.9797 43.401 88.014 48.394 74.376 -0.12535 0.13196
0.97988 43.315 87.751 48.384 74.345 -0.091821 0.13073
0.97994 43.212 87.514 48.4 74.31 -0.060279 0.12915
0.97988 43.1 87.328 48.436 74.272 -0.034547 0.12776
0.97969 42.985 87.213 48.482 74.233 -0.017901 0.12705
0.9794 42.872 87.18 48.535 74.195 -0.012783 0.12744
0.97904 42.77 87.228 48.59 74.161 -0.020595 0.12926
0.97863 42.683 87.345 48.648 74.132 -0.041591 0.13267
0.97822 42.616 87.507 48.709 74.113 -0.07487 0.13768
0.97785 42.572 87.68 48.777 74.106 -0.11847 0.14411
0.97754 42.554 87.824 48.858 74.112 -0.16957 0.15163
0.97732 42.562 87.896 48.958 74.132 -0.22473 0.15976
0.97722 42.596 87.857 49.083 74.168 -0.28026 0.16793
0.97724 42.651 87.675 49.237 74.218 -0.33247 0.17549
0.97737 42.725 87.334 49.423 74.281 -0.37808 0.1818
0.97759 42.811 86.831 49.64 74.354 -0.41445 0.18625
0.97787 42.904 86.188 49.887 74.433 -0.43979 0.18834
0.97817 42.996 85.445 50.157 74.515 -0.45331 0.18767
0.97845 43.08 84.663 50.442 74.596 -0.45527 0.18402
0.97868 43.148 83.919 50.731 74.673 -0.44687 0.17736
0.97881 43.195 83.302 51.012 74.742 -0.43013 0.16783
0.97881 43.214 82.904 51.271 74.801 -0.4077 0.15577
0.97867 43.201 82.814 51.496 74.849 -0.38252 0.14166
0.97839 43.154 83.108 51.676 74.884 -0.35761 0.12615
0.97798 43.072 83.841 51.803 74.907 -0.33572 0.10997
0.97747 42.956 85.045 51.869 74.919 -0.31914 0.093913
0.9769 42.809 86.719 51.873 74.92 -0.30944 0.078787
0.9763 42.636 88.83 51.815 74.911 -0.30741 0.065372
0.97574 42.444 91.317 51.698 74.895 -0.31295 0.054374
0.97526 42.241 94.091 51.529 74.872 -0.32515 0.04639
0.9749 42.033 97.043 51.316 74.844 -0.34236 0.041872
0.97469 41.83 100.05 51.069 74.812 -0.36237 0.041106
0.97466 41.64 103 50.797 74.778 -0.3826 0.044192
0.97481 41.468 105.77 50.509 74.742 -0.40034 0.051043
0.97512 41.322 108.26 50.213 74.705 -0.41297 0.061383
0.97557 41.204 110.39 49.917 74.67 -0.41813 0.074759
0.97612 41.117 112.11 49.625 74.636 -0.41397 0.090563
0.97673 41.062 113.38 49.342 74.605 -0.39919 0.10806
0.97735 41.038 114.21 49.069 74.579 -0.37317 0.12643
0.97794 41.041 114.62 48.81 74.558 -0.33601 0.1448
0.97846 41.068 114.65 48.566 74.541 -0.28848 0.1623
0.97888 41.115 114.35 48.337 74.531 -0.23197 0.1781
0.97917 41.175 113.77 48.128 74.526 -0.16844 0.19146
0.97934 41.244 112.98 47.94 74.525 -0.10029 0.20178
0.97938 41.315 112.03 47.779 74.528 -0.030263 0.20863
0.97931 41.385 110.97 47.648 74.534 0.038688 0.21177
0.97914 41.448 109.85 47.554 74.542 0.10352 0.21117
0.9789 41.501 108.69 47.5 74.549 0.1612 0.20704
0.9786 41.542 107.52 47.493 74.555 0.20888 0.19977
0.97829 41.57 106.35 47.534 74.559 0.24397 0.18992
0.97796 41.585 105.21 47.626 74.559 0.26432 0.17821
0.97764 41.589 104.09 47.767 74.554 0.26829 0.16543
0.97734 41.583 103.01 47.955 74.545 0.25494 0.1524
