//co2 data for study 14
steady: none
chosen_param: SaO2sup, Pa_CO2, P_a, Vmca_d, TOI_d, HbT_d, CCO_d
time_step: 1.0
******
0.99003 42.773 78.088 32.92 68.788 0.002618 0.002592
0.98953 42.264 77.709 32.697 68.952 -0.24129 -0.030899
0.98904 41.769 77.307 32.487 69.113 -0.47719 -0.064424
0.98859 41.305 76.879 32.302 69.269 -0.69537 -0.097494
0.98819 40.887 76.426 32.152 69.418 -0.88701 -0.12957
0.98787 40.526 75.952 32.044 69.559 -1.0446 -0.16007
0.98762 40.231 75.467 31.985 69.691 -1.1626 -0.18839
0.98746 40.007 74.984 31.974 69.815 -1.2373 -0.21395
0.9874 39.853 74.523 32.012 69.931 -1.2677 -0.23619
0.98741 39.767 74.101 32.094 70.04 -1.2547 -0.25465
0.98751 39.742 73.743 32.213 70.143 -1.2019 -0.269
0.98766 39.772 73.469 32.36 70.241 -1.1146 -0.27908
0.98788 39.846 73.297 32.525 70.334 -0.99997 -0.28492
0.98812 39.955 73.245 32.697 70.421 -0.86624 -0.28679
0.98839 40.088 73.322 32.867 70.5 -0.72239 -0.2852
0.98865 40.235 73.534 33.025 70.57 -0.5775 -0.28085
0.98891 40.389 73.878 33.164 70.63 -0.44023 -0.27469
0.98913 40.541 74.346 33.278 70.678 -0.31833 -0.26777
0.98932 40.687 74.924 33.365 70.713 -0.2182 -0.26125
0.98946 40.82 75.595 33.424 70.735 -0.14457 -0.2563
0.98955 40.939 76.337 33.455 70.745 -0.10028 -0.25401
0.98959 41.041 77.126 33.463 70.743 -0.086255 -0.25533
0.98957 41.127 77.939 33.451 70.733 -0.10152 -0.26097
0.98949 41.198 78.751 33.425 70.717 -0.14341 -0.27136
0.98937 41.255 79.54 33.39 70.7 -0.20789 -0.28659
0.98921 41.3 80.286 33.352 70.685 -0.28986 -0.3064
0.98903 41.338 80.971 33.314 70.675 -0.38366 -0.33018
0.98883 41.371 81.58 33.281 70.672 -0.48346 -0.35702
0.98862 41.402 82.101 33.253 70.677 -0.58368 -0.38575
0.98841 41.435 82.523 33.231 70.693 -0.6794 -0.415
0.98822 41.472 82.84 33.214 70.716 -0.76661 -0.44336
0.98805 41.515 83.05 33.201 70.747 -0.84243 -0.4694
0.98792 41.565 83.153 33.187 70.782 -0.90519 -0.49186
0.98782 41.621 83.154 33.17 70.82 -0.95441 -0.50966
0.98776 41.682 83.06 33.147 70.857 -0.9907 -0.52204
0.98774 41.747 82.884 33.114 70.891 -1.0155 -0.5286
0.98776 41.811 82.637 33.069 70.92 -1.031 -0.52932
0.98782 41.872 82.335 33.011 70.943 -1.0395 -0.52457
0.98791 41.924 81.993 32.94 70.959 -1.0434 -0.51511
0.98802 41.965 81.624 32.857 70.969 -1.0451 -0.50197
0.98816 41.991 81.239 32.767 70.973 -1.046 -0.48645
0.98832 42 80.846 32.672 70.972 -1.0475 -0.46996
0.98848 41.989 80.45 32.576 70.968 -1.0499 -0.45395
0.98864 41.958 80.052 32.486 70.964 -1.0529 -0.4398
0.9888 41.909 79.651 32.406 70.96 -1.0558 -0.42871
0.98894 41.845 79.244 32.341 70.958 -1.0574 -0.42162
0.98906 41.768 78.828 32.293 70.96 -1.0563 -0.41914
0.98915 41.683 78.401 32.265 70.967 -1.051 -0.42153
0.9892 41.596 77.961 32.258 70.98 -1.0403 -0.42866
0.98922 41.51 77.509 32.271 70.999 -1.0236 -0.44004
0.9892 41.432 77.049 32.302 71.024 -1.0006 -0.45487
0.98915 41.364 76.585 32.348 71.053 -0.9717 -0.47207
0.98906 41.31 76.125 32.403 71.085 -0.93806 -0.49042
0.98894 41.272 75.677 32.464 71.118 -0.9013 -0.5086
0.98881 41.249 75.248 32.524 71.15 -0.86346 -0.5253
0.98866 41.242 74.846 32.581 71.178 -0.82686 -0.53935
0.9885 41.249 74.477 32.629 71.201 -0.79383 -0.54976
0.98835 41.267 74.147 32.666 71.215 -0.76649 -0.55579
0.98822 41.292 73.857 32.69 71.221 -0.74651 -0.55705
0.98812 41.321 73.612 32.701 71.216 -0.73499 -0.55345
0.98804 41.351 73.413 32.699 71.203 -0.73225 -0.54526
0.98801 41.377 73.262 32.687 71.18 -0.73784 -0.53304
0.98802 41.397 73.164 32.667 71.151 -0.75051 -0.51762
0.98807 41.409 73.124 32.641 71.117 -0.76835 -0.50004
0.98816 41.41 73.148 32.612 71.08 -0.7889 -0.48146
0.98829 41.398 73.242 32.582 71.042 -0.8094 -0.46305
0.98844 41.375 73.412 32.552 71.006 -0.82702 -0.44599
0.9886 41.339 73.662 32.523 70.973 -0.83917 -0.43128
0.98877 41.291 73.992 32.493 70.944 -0.84368 -0.41977
