reset: r_m2, 1.2800e-02, 1.2925e-02, r_02, 7.5000e-03, 7.5934e-03, r_t2, 1.7400e-02, 1.7259e-02, r_m1, 2.7000e-02, 2.7457e-02, r_01, 1.5000e-02, 1.5077e-02, r_t1, 1.8000e-02, 1.8198e-02, CMRglucnw, 5.2000e-03, 5.1649e-03, Vol_blood_frac, 4.7500e-02, 4.7394e-02
// data from the microdialysis patient
chosen_param: pO2, Pa_CO2, P_a, SaO2sup, TOIsup, TOIsup1
steady: 10000
time_step: 60.0
******
1.4447051e+001  3.6750000e+001  8.4000000e+001  9.9000000e+001  8.3455749e+001  7.5580499e+001
1.4406124e+001  3.7500000e+001  8.4000000e+001  9.9000000e+001  7.9040740e+001  7.3258513e+001
1.4447051e+001  3.7500000e+001  8.4000000e+001  9.9000000e+001  7.5369350e+001  7.1876151e+001
1.4416213e+001  3.7500000e+001  8.3000000e+001  9.9000000e+001  7.9879986e+001  7.4112151e+001
1.4426306e+001  3.7500000e+001  8.3000000e+001  9.9000000e+001  8.1497024e+001  7.4103304e+001
1.4272358e+001  3.7500000e+001  8.2000000e+001  9.9000000e+001  8.2269954e+001  7.5686690e+001
1.4385322e+001  3.8250000e+001  8.2000000e+001  9.9000000e+001  8.1245456e+001  7.4437573e+001
1.4344339e+001  3.8250000e+001  8.2000000e+001  9.9000000e+001  7.9194051e+001  7.0946163e+001
1.4344339e+001  3.8250000e+001  8.1000000e+001  9.9000000e+001  8.2297994e+001  7.1549355e+001
1.4262371e+001  3.8250000e+001  8.0000000e+001  9.9000000e+001  8.0579272e+001  7.4447806e+001
1.4313370e+001  3.7500000e+001  8.0000000e+001  9.9000000e+001  7.9960343e+001  7.3114527e+001
1.4313370e+001  3.6000000e+001  8.2000000e+001  9.9000000e+001  8.0315242e+001  7.6458324e+001
1.4303355e+001  3.6000000e+001  8.4000000e+001  9.9000000e+001  7.5523811e+001  7.6276395e+001
1.4313370e+001  3.6750000e+001  8.3000000e+001  9.9000000e+001  7.8707901e+001  7.1169265e+001
1.4313370e+001  3.6750000e+001  8.0000000e+001  9.9000000e+001  8.2656209e+001  7.2583883e+001
1.4313370e+001  3.6750000e+001  7.8000000e+001  9.9000000e+001  7.7637973e+001  7.3352589e+001
1.4303355e+001  3.6000000e+001  7.8000000e+001  9.9000000e+001  8.0915123e+001  7.2132075e+001
1.4149320e+001  3.6000000e+001  7.7000000e+001  9.9000000e+001  7.8918992e+001  7.1055004e+001
1.4190333e+001  3.6000000e+001  7.8000000e+001  9.9000000e+001  8.1555728e+001  7.0562926e+001
1.4149320e+001  3.6000000e+001  7.7000000e+001  9.9000000e+001  8.3014129e+001  7.5448432e+001
1.3985270e+001  3.6000000e+001  7.6000000e+001  9.9000000e+001  8.1061429e+001  7.3555847e+001
1.3903245e+001  3.6000000e+001  7.5000000e+001  9.9000000e+001  8.1407922e+001  7.2123701e+001
1.3912982e+001  3.6000000e+001  7.4000000e+001  9.9000000e+001  8.1194371e+001  7.4760494e+001
1.3862232e+001  3.5250000e+001  7.6000000e+001  9.9000000e+001  7.9589881e+001  7.1747640e+001
1.3903245e+001  3.4500000e+001  7.6000000e+001  9.9000000e+001  8.0936003e+001  6.9880946e+001
1.3975484e+001  3.6000000e+001  7.5000000e+001  9.9000000e+001  8.1525039e+001  7.3156035e+001
1.3770565e+001  3.3750000e+001  7.4000000e+001  9.9000000e+001  8.0742121e+001  7.4289093e+001
1.3719975e+001  3.3000000e+001  7.4000000e+001  9.9000000e+001  8.0128921e+001  7.0576790e+001
1.3751300e+001  3.3000000e+001  7.4000000e+001  9.9000000e+001  8.3235636e+001  7.1999774e+001
1.3732062e+001  3.3750000e+001  7.3000000e+001  9.9000000e+001  8.2650523e+001  7.4449002e+001
1.3599930e+001  3.6000000e+001  7.3000000e+001  9.9000000e+001  8.1456726e+001  7.3591115e+001
1.3621689e+001  3.7500000e+001  7.4000000e+001  9.9000000e+001  8.3401974e+001  7.4031801e+001
1.3815931e+001  3.8250000e+001  7.5000000e+001  9.9000000e+001  8.4843209e+001  7.2126783e+001
1.3765536e+001  3.6000000e+001  7.3000000e+001  9.9000000e+001  8.4277218e+001  7.1036813e+001
1.3796601e+001  3.5250000e+001  7.2000000e+001  9.9000000e+001  8.1146554e+001  7.4734962e+001
1.3715205e+001  3.4500000e+001  7.1294036e+001  9.9000000e+001  8.5365618e+001  7.1034347e+001
1.3624270e+001  3.6000000e+001  7.1248591e+001  9.9000000e+001  7.9851429e+001  7.2174129e+001
1.3674507e+001  3.9000000e+001  7.3000000e+001  9.9000000e+001  7.8577157e+001  7.4714244e+001
1.3674507e+001  3.9000000e+001  7.6000000e+001  9.9000000e+001  8.4451913e+001  7.3131950e+001
1.3655377e+001  4.0500000e+001  7.6000000e+001  9.9000000e+001  8.2347755e+001  7.3379576e+001
1.3767660e+001  4.0500000e+001  7.7000000e+001  9.9000000e+001  8.1747596e+001  6.9767330e+001
1.3910622e+001  4.0500000e+001  7.8000000e+001  9.9000000e+001  7.9485320e+001  7.2849928e+001
1.3972158e+001  4.0500000e+001  7.9000000e+001  9.9000000e+001  8.1472033e+001  7.3664436e+001
1.4164734e+001  4.0500000e+001  8.0000000e+001  9.9000000e+001  8.0828696e+001  7.3838191e+001
1.4296150e+001  4.0500000e+001  8.0000000e+001  9.9000000e+001  8.3337770e+001  7.0493006e+001
1.4448029e+001  4.0500000e+001  8.0000000e+001  9.9000000e+001  8.4390107e+001  7.2231624e+001
1.4498646e+001  4.1250000e+001  8.2000000e+001  9.9000000e+001  8.5663440e+001  6.9368540e+001
1.4629886e+001  4.1250000e+001  8.1000000e+001  9.9000000e+001  8.1210899e+001  7.1451858e+001
1.4670300e+001  4.1250000e+001  8.2000000e+001  9.9000000e+001  8.4752511e+001  7.4122750e+001
1.4710714e+001  4.1250000e+001  8.3000000e+001  9.9000000e+001  8.3671647e+001  7.2498453e+001
1.4781192e+001  4.1250000e+001  8.3000000e+001  9.9000000e+001  8.2517126e+001  7.1914373e+001
1.4953198e+001  4.1250000e+001  8.2000000e+001  9.9000000e+001  8.3236928e+001  6.8837795e+001
1.4972634e+001  4.1250000e+001  8.3000000e+001  9.9000000e+001  7.9451154e+001  7.3671770e+001
1.5012992e+001  4.0500000e+001  8.3000000e+001  9.9000000e+001  7.7916881e+001  7.2162605e+001
1.4991990e+001  4.1250000e+001  8.3000000e+001  9.9000000e+001  8.2519519e+001  7.2645109e+001
1.5062044e+001  4.1250000e+001  8.3000000e+001  9.9000000e+001  8.1199037e+001  7.0594413e+001
1.5051504e+001  4.2000000e+001  8.2000000e+001  9.9000000e+001  8.4677512e+001  6.9174858e+001
1.5040972e+001  4.1250000e+001  8.1000000e+001  9.9000000e+001  8.1558118e+001  7.3127437e+001
